"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 13 16:34:57 SGT 2021","Sun Jun 13 16:35:12 SGT 2021","14352","","Home Page Element","","Home Page Element","wait for elements to sync","wait for elements to sync",""
